time_karin,lon,lat,time_delta_left,time_delta_right,ssha_karin,steric,steric_linear,swh,pass_num,mooring_id
7892017.00000,-125.12200,36.18640,-31.41667,0.80000,2.65084,53.52230,53.50677,1.24138,13.00000,S1
7892017.00000,-125.06420,36.02310,-96.28333,39.55000,1.99581,53.81200,53.37129,1.22698,13.00000,P2
7892017.00000,-125.04440,35.92050,-0.76667,34.83333,0.89836,52.66940,52.68147,1.21972,13.00000,S2
7892017.00000,-125.03470,35.84670,-24.30000,41.03333,-0.75675,51.67370,52.04385,1.21670,13.00000,P3
7892017.00000,-124.98000,35.65570,-9.26667,27.68333,-3.12700,52.23950,52.20572,1.19866,13.00000,S3
7892017.00000,-124.95020,35.47590,-99.48333,36.38333,-6.16599,50.35470,50.45541,1.18777,13.00000,P6
7892017.00000,-124.90880,35.39010,-17.90000,15.23333,-5.36148,53.21690,53.13538,1.18090,13.00000,S4
7892017.00000,-124.88790,35.28860,-110.30000,19.73333,-3.62542,55.00270,54.45774,1.17750,13.00000,P7
7977854.00000,-125.12420,36.18530,-2.30000,24.26667,2.77611,53.16420,53.14147,2.85409,13.00000,S1
7977854.00000,-125.06180,36.01910,-113.70000,45.65000,0.92473,52.25720,52.83050,2.84749,13.00000,P2
7977854.00000,-125.04710,35.91830,-20.31667,9.86667,1.47543,54.90940,55.17510,2.84572,13.00000,S2
7977854.00000,-125.03940,35.84170,-114.88333,47.01667,0.60563,53.52120,53.27305,2.83685,13.00000,P3
7977854.00000,-124.98090,35.65410,-22.06667,6.35000,-3.96551,53.46320,53.34593,2.79156,13.00000,S3
7977854.00000,-124.94970,35.46700,-98.60000,51.16667,-6.29318,51.73370,51.31437,2.74537,13.00000,P6
7977854.00000,-124.91150,35.38870,-23.13333,3.00000,-5.99040,52.27910,52.24496,2.72835,13.00000,S4
7977854.00000,-124.88000,35.28140,-75.26667,28.25000,-4.94847,53.44860,52.81555,2.70668,13.00000,P7
8063692.00000,-125.12430,36.18750,-5.28333,22.23333,3.44607,51.98850,51.98982,3.76927,13.00000,S1
8063692.00000,-125.06190,36.02080,-78.53333,31.75000,1.34923,52.08690,52.23715,3.80125,13.00000,P2
8063692.00000,-125.04690,35.92120,-26.23333,5.83333,-0.11385,52.16510,51.98583,3.81381,13.00000,S2
8063692.00000,-125.04350,35.84130,-51.63333,69.28333,-2.07390,51.56170,51.72730,3.80907,13.00000,P3
8063692.00000,-124.98160,35.65550,-14.53333,15.60000,-3.05277,53.75980,53.56765,3.81796,13.00000,S3
8063692.00000,-124.95230,35.46380,-67.85000,34.35000,-4.99767,51.31590,51.29704,3.82614,13.00000,P6
8063692.00000,-124.91400,35.38930,-6.33333,22.88333,-6.69524,52.51210,52.40890,3.84077,13.00000,S4
8063692.00000,-124.88670,35.28120,-98.03333,60.13333,-7.16332,52.42730,52.19006,3.85133,13.00000,P7
8149530.00000,-125.12320,36.18790,-7.45000,25.08333,3.85275,51.54370,51.76113,2.43676,13.00000,S1
8149530.00000,-125.06400,36.02290,-79.33333,51.58333,1.19095,52.14730,51.72133,2.47448,13.00000,P2
8149530.00000,-125.04540,35.92150,-2.21667,32.33333,-0.73084,51.75080,51.85606,2.49318,13.00000,S2
8149530.00000,-125.03880,35.84420,-65.05000,61.41667,-1.65947,52.11170,51.49567,2.49804,13.00000,P3
8149530.00000,-124.98040,35.65630,-11.18333,21.66667,-4.01640,53.78680,53.71854,2.53338,13.00000,S3
8149530.00000,-124.95370,35.47050,-75.00000,34.38333,-6.80594,52.40480,51.99758,2.55259,13.00000,P6
8149530.00000,-124.91270,35.39070,-26.56667,4.83333,-7.62100,52.36230,52.17311,2.57131,13.00000,S4
8149530.00000,-124.89410,35.28420,-87.75000,19.31667,-7.35081,50.65850,50.79791,2.58415,13.00000,P7
8235368.00000,-125.12370,36.18850,-20.15000,34.45000,4.43414,52.85290,52.63022,1.24732,13.00000,S1
8235368.00000,-125.06490,36.02350,-205.06667,11.35000,3.77259,52.63510,52.62058,1.26392,13.00000,P2
8235368.00000,-125.04540,35.92040,-39.23333,5.50000,2.83079,53.90670,53.93372,1.27216,13.00000,S2
8235368.00000,-125.03620,35.84620,-34.35000,67.78333,0.50661,52.81190,52.97764,1.27467,13.00000,P3
8235368.00000,-124.98010,35.65420,-8.86667,35.88333,-4.00612,53.70780,53.83504,1.29027,13.00000,S3
8235368.00000,-124.95390,35.47330,-53.85000,102.23333,-5.52272,50.45550,51.16459,1.30090,13.00000,P6
8235368.00000,-124.91160,35.39100,-31.86667,10.60000,-6.38527,53.65160,53.64471,1.31193,13.00000,S4
8235368.00000,-124.89780,35.28550,-60.66667,92.96667,-6.13323,52.76720,53.38345,1.32022,13.00000,P7
8321206.00000,-125.03310,35.84900,-45.90000,76.35000,5.15714,54.35800,53.79672,1.57676,13.00000,P3
8321206.00000,-124.98070,35.65700,-22.05000,10.96667,-2.53270,53.96850,53.88792,1.50029,13.00000,S3
8321206.00000,-124.95330,35.48030,-58.71667,64.61667,-6.81605,51.47730,51.69944,1.45479,13.00000,P6
8321206.00000,-124.91250,35.39110,-16.46667,15.40000,-7.43883,53.22080,53.49732,1.42285,13.00000,S4
8321206.00000,-124.89830,35.28950,-65.36667,55.20000,-4.82319,53.31470,53.39221,1.40207,13.00000,P7
8407044.00000,-125.12420,36.18900,-30.71667,8.10000,4.28403,53.09570,53.11661,1.67717,13.00000,S1
8407044.00000,-125.06510,36.02560,-78.80000,6.06667,3.27692,52.53970,52.61610,1.66557,13.00000,P2
8407044.00000,-125.04510,35.92300,-26.70000,15.38333,2.50925,53.46970,53.72427,1.65993,13.00000,S2
8407044.00000,-125.03510,35.84740,-15.03333,63.20000,1.06330,52.26860,52.45770,1.65576,13.00000,P3
8407044.00000,-124.98100,35.65880,-23.08333,24.56667,-2.42742,54.26380,54.56841,1.64443,13.00000,S3
8407044.00000,-124.95420,35.48230,-10.90000,74.00000,-8.26527,49.74550,49.87856,1.63659,13.00000,P6
8407044.00000,-124.91270,35.39230,-51.70000,3.70000,-7.07787,52.72230,52.78362,1.63083,13.00000,S4
8407044.00000,-124.90080,35.29010,-10.78333,87.15000,-5.99343,53.35260,53.31346,1.62630,13.00000,P7
8492882.00000,-125.12470,36.18760,-9.33333,60.50000,0.63065,54.18480,54.03900,1.33300,13.00000,S1
8492882.00000,-125.06280,36.02290,-110.51667,40.46667,0.23517,54.20020,54.04510,1.32646,13.00000,P2
8492882.00000,-125.04520,35.92110,-21.95000,41.31667,-1.61787,53.80920,53.95419,1.32300,13.00000,S2
8492882.00000,-124.81983,36.22135,-509.30000,44.83333,0.85904,-3.70497,-3.89551,1.34088,13.00000,ru32
8578721.00000,-125.12590,36.18770,-16.88333,77.76667,3.46983,53.95030,53.45573,2.37471,13.00000,S1
8578721.00000,-125.06490,36.02310,-28.75000,124.18333,3.41345,55.20020,54.69644,2.36700,13.00000,P2
8578721.00000,-125.04630,35.92210,-56.35000,18.30000,1.13148,53.43940,53.51645,2.36201,13.00000,S2
8578721.00000,-125.03990,35.84580,-24.73333,140.90000,-1.59353,52.31650,52.54173,2.35782,13.00000,P3
8578721.00000,-124.98130,35.65580,-38.35000,25.98333,-4.37587,53.87650,53.29204,2.34526,13.00000,S3
8578721.00000,-124.95560,35.47440,-76.46667,14.18333,-7.06195,51.24600,51.56586,2.33341,13.00000,P6
8578721.00000,-124.91320,35.38950,-0.66667,54.05000,-7.29008,54.80950,54.79199,2.32682,13.00000,S4
8578721.00000,-124.89820,35.28380,-21.13333,76.51667,-6.74321,54.11930,54.15155,2.31868,13.00000,P7
8578721.00000,-125.01950,36.21148,-215.93333,229.71667,2.26895,-4.31621,-4.93103,2.37502,13.00000,ru32
8664559.00000,-125.12300,36.18800,-13.53333,29.95000,4.22807,52.02300,52.06141,2.17157,13.00000,S1
8664559.00000,-125.06000,36.02360,-79.50000,22.80000,3.82500,53.15600,53.23178,2.14762,13.00000,P2
8664559.00000,-125.04460,35.92170,-38.23333,11.41667,1.54700,53.32130,53.16009,2.13593,13.00000,S2
8664559.00000,-125.03550,35.84770,-108.93333,16.26667,-0.30984,52.16620,52.15717,2.13045,13.00000,P3
8664559.00000,-124.98020,35.65750,-45.96667,16.86667,-3.40063,52.29270,52.87738,2.10900,13.00000,S3
8664559.00000,-124.95580,35.47550,-81.80000,22.88333,-4.75401,51.36340,51.97523,2.09418,13.00000,P6
8664559.00000,-124.91280,35.39080,-1.56667,52.11667,-5.59582,55.26570,55.23974,2.08519,13.00000,S4
8664559.00000,-124.89680,35.28630,-9.33333,73.56667,-5.40623,53.99090,54.14661,2.07787,13.00000,P7
8664559.00000,-125.05616,36.10660,-0.66667,175.71667,3.68957,-4.88011,-4.88483,2.15620,13.00000,ru32
8750397.00000,-125.12180,36.18450,-0.46667,27.15000,3.95381,54.29580,54.30107,3.14943,13.00000,S1
8750397.00000,-125.05850,36.01320,-91.33333,15.93333,3.80501,55.33390,55.32493,3.18351,13.00000,P2
8750397.00000,-125.04250,35.91900,-22.46667,6.16667,0.40360,53.07120,53.06086,3.19898,13.00000,S2
8750397.00000,-125.04010,35.84010,-51.73333,0.03333,-2.73155,51.70930,51.70908,3.20456,13.00000,P3
8750397.00000,-124.98000,35.65550,-11.35000,16.08333,-2.82711,54.59270,54.20392,3.23640,13.00000,S3
8750397.00000,-124.95350,35.46750,-1.75000,46.98333,-4.54843,52.61460,52.58939,3.24003,13.00000,P6
8750397.00000,-124.91180,35.38850,-8.40000,18.93333,-5.02690,52.96620,53.17090,3.24833,13.00000,S4
8750397.00000,-124.90020,35.28460,-26.06667,73.25000,-4.48019,53.86920,53.98676,3.24073,13.00000,P7
8750397.00000,-125.00381,35.90541,-67.05000,96.38333,-0.39126,-3.88040,-3.89133,3.20483,13.00000,ru32
8836235.00000,-125.12440,36.18330,-10.25000,14.98333,1.77337,53.82380,53.74081,4.58836,13.00000,S1
8836235.00000,-125.05660,35.99770,-15.08333,79.38333,1.78660,54.04310,54.05579,4.55570,13.00000,P2
8836235.00000,-125.04510,35.91690,-14.91667,11.30000,1.95315,53.86100,53.77458,4.53165,13.00000,S2
8836235.00000,-125.04450,35.82980,-22.78333,70.88333,-1.20003,51.40340,51.69533,4.47304,13.00000,P3
8836235.00000,-124.98050,35.65190,-22.88333,2.78333,-2.24667,53.61510,53.66951,4.40649,13.00000,S3
8836235.00000,-124.95220,35.46140,-42.03333,11.33333,-3.46794,53.94450,53.70357,4.36318,13.00000,P6
8836235.00000,-124.91240,35.38660,-12.43333,13.10000,-4.26759,54.24550,54.80115,4.36163,13.00000,S4
8836235.00000,-124.90170,35.28360,-79.65000,23.23333,-5.15581,54.14550,54.11806,4.34094,13.00000,P7
8836235.00000,-124.99957,35.73475,-91.28333,81.15000,-1.88654,-5.40730,-3.74911,4.44904,13.00000,ru32
8922073.00000,-125.12410,36.18430,-25.23333,1.58333,1.01316,53.41480,53.39461,3.17008,13.00000,S1
8922073.00000,-125.05660,35.98890,-36.80000,13.10000,1.35332,54.85680,54.61803,3.24595,13.00000,P2
8922073.00000,-125.04630,35.91780,-23.95000,2.70000,1.13926,54.47780,54.47417,3.27378,13.00000,S2
8922073.00000,-125.04240,35.82260,-46.46667,2.68333,0.79364,53.38800,53.37985,3.28904,13.00000,P3
8922073.00000,-124.98150,35.65440,-19.61667,8.55000,-0.61681,54.52280,54.48188,3.34362,13.00000,S3
8922073.00000,-124.95180,35.46280,-29.26667,21.36667,-1.26734,53.84170,53.86331,3.38376,13.00000,P6
8922073.00000,-124.91230,35.38850,-10.70000,16.50000,-3.75983,53.88300,53.57758,3.41097,13.00000,S4
8922073.00000,-124.90440,35.28650,-9.00000,94.75000,-4.41409,53.67500,53.67045,3.42253,13.00000,P7
8922073.00000,-125.00878,35.74241,-110.16667,14.83333,-0.01578,-3.22673,-3.19767,3.31193,13.00000,ru32
9093749.00000,-125.12410,36.18680,-8.86667,32.33333,3.20275,54.17020,54.21802,1.48444,13.00000,S1
9093749.00000,-125.05590,35.99390,-30.25000,50.43333,2.80745,53.94060,54.09724,1.48972,13.00000,P2
9093749.00000,-125.04490,35.91940,-10.58333,28.53333,2.90653,54.68740,54.83439,1.49203,13.00000,S2
9093749.00000,-125.03780,35.82960,-37.75000,43.06667,2.11925,54.59110,54.17963,1.49046,13.00000,P3
9093749.00000,-124.98040,35.65510,-0.30000,42.81667,1.69203,55.95640,55.94630,1.49052,13.00000,S3
9093749.00000,-124.95380,35.47240,-67.18333,13.16667,-0.20800,53.81470,53.85080,1.48740,13.00000,P6
9093749.00000,-124.91220,35.39150,-31.25000,10.25000,-0.11780,55.51180,55.40397,1.48899,13.00000,S4
9093749.00000,-124.91110,35.29830,-23.63333,46.80000,-2.98527,54.00060,54.37423,1.48590,13.00000,P7
9093749.00000,-124.99906,35.74218,-14.51667,92.21667,2.15061,-2.65125,-2.86728,1.49238,13.00000,ru32
9179587.00000,-125.12280,36.18620,-10.23333,22.85000,3.90294,54.42770,54.38733,1.92163,13.00000,S1
9179587.00000,-125.05070,35.99750,-36.95000,25.71667,1.71546,53.65670,53.34859,1.88343,13.00000,P2
9179587.00000,-125.04320,35.91900,-28.15000,5.46667,2.78258,54.55510,54.47215,1.86738,13.00000,S2
9179587.00000,-125.02880,35.83240,-33.65000,33.20000,1.54714,53.17060,52.87510,1.85487,13.00000,P3
9179587.00000,-124.98070,35.65420,-31.36667,5.61667,-0.16242,55.08130,55.28572,1.83118,13.00000,S3
9179587.00000,-124.95480,35.47110,-1.61667,65.06667,-1.97867,53.70500,53.71557,1.80889,13.00000,P6
9179587.00000,-124.91250,35.39120,-31.28333,9.35000,-3.09300,55.49540,55.29394,1.79501,13.00000,S4
9179587.00000,-124.91180,35.29850,-54.65000,18.61667,-4.17095,54.43150,54.31347,1.78792,13.00000,P7
9179587.00000,-125.00259,35.74394,-13.06667,11.91667,1.14711,-2.23048,2.97512,1.84370,13.00000,ru32
9265424.00000,-125.12190,36.18530,-9.28333,21.38333,3.72909,54.57000,54.69127,2.54034,13.00000,S1
9265424.00000,-125.04590,35.99700,-31.53333,24.00000,2.17535,53.13150,52.94394,2.48091,13.00000,P2
9265424.00000,-125.04160,35.91870,-10.11667,19.80000,2.38806,53.50900,53.61789,2.46250,13.00000,S2
9265424.00000,-125.01780,35.83280,-7.35000,49.03333,2.44492,53.79310,53.82066,2.44662,13.00000,P3
9265424.00000,-124.97870,35.65560,-12.28333,18.28333,0.75717,56.45960,56.57365,2.40615,13.00000,S3
9265424.00000,-124.95290,35.47310,-38.25000,17.66667,-2.59515,54.35250,54.03974,2.37591,13.00000,P6
9265424.00000,-124.91160,35.39200,-8.93333,22.48333,-2.05252,55.58220,55.54413,2.36312,13.00000,S4
9265424.00000,-124.91160,35.30000,-46.75000,13.31667,-5.03817,53.96300,53.91392,2.36038,13.00000,P7
9265424.00000,-124.99393,35.74671,-1.85000,22.33333,1.72406,-3.09919,-3.00324,2.43112,13.00000,ru32
9351262.00000,-125.12490,36.18460,-28.95000,0.98333,4.35924,54.68360,54.68305,3.28343,13.00000,S1
9351262.00000,-125.04640,35.99490,-42.21667,18.23333,3.42896,54.16460,54.04323,3.28004,13.00000,P2
9351262.00000,-125.04280,35.91620,-24.08333,6.60000,3.28754,55.00230,55.06070,3.27679,13.00000,S2
9351262.00000,-125.00960,35.82740,-29.63333,30.45000,3.95899,54.89490,54.93248,3.26685,13.00000,P3
9351262.00000,-124.97890,35.65340,-15.35000,14.88333,1.96925,56.65710,56.73148,3.25175,13.00000,S3
9351262.00000,-124.95330,35.46930,-32.96667,24.10000,-4.44509,52.93880,52.67240,3.23946,13.00000,P6
9351262.00000,-124.91130,35.39000,-12.93333,18.73333,-4.34068,55.08120,55.34949,3.23804,13.00000,S4
9351262.00000,-124.91090,35.29670,-26.96667,31.95000,-6.59912,53.34600,53.55774,3.23185,13.00000,P7
9351262.00000,-124.99496,35.74283,-97.45000,9.81667,3.72206,-1.17972,-1.24316,3.26307,13.00000,ru32
9522938.00000,-125.12390,36.18590,-8.45000,20.98333,4.70550,56.40990,56.12875,2.07653,13.00000,S1
9522938.00000,-125.05190,35.99070,-28.31667,29.11667,2.75527,53.56970,53.59386,2.13939,13.00000,P2
9522938.00000,-125.04500,35.91770,-15.75000,13.85000,2.46619,54.32050,54.13353,2.16001,13.00000,S2
9522938.00000,-125.01860,35.81150,-25.98333,28.50000,0.28994,52.34350,53.09672,2.18707,13.00000,P3
9522938.00000,-124.98060,35.65380,-14.06667,14.50000,-1.35980,53.61530,54.32526,2.22735,13.00000,S3
9522938.00000,-124.95310,35.46630,-37.91667,15.33333,-3.33375,53.36170,53.00075,2.26674,13.00000,P6
9522938.00000,-124.91380,35.38960,-15.93333,16.55000,-3.03388,55.51260,55.67972,2.29351,13.00000,S4
9522938.00000,-124.90960,35.29150,-40.43333,16.85000,-3.36434,53.75010,54.05519,2.31060,13.00000,P7
9522938.00000,-125.00518,35.74842,-48.51667,59.08333,0.22436,-4.56497,-4.09879,2.19691,13.00000,ru32
9608776.00000,-125.12320,36.18400,-22.20000,4.45000,5.64778,57.16680,57.05659,2.14565,13.00000,S1
9608776.00000,-125.05460,35.98550,-20.18333,36.01667,4.53111,55.93760,55.53684,2.18239,13.00000,P2
9608776.00000,-125.04210,35.91600,-3.88333,24.56667,3.96879,55.68300,55.78098,2.19285,13.00000,S2
9608776.00000,-125.01880,35.80710,-57.95000,50.28333,1.56940,56.01580,55.13941,2.19105,13.00000,P3
9608776.00000,-124.97950,35.65330,-10.83333,15.85000,-0.26107,54.68620,54.97072,2.18692,13.00000,S3
9608776.00000,-124.94890,35.46150,-32.81667,18.03333,-3.25204,53.57010,53.42654,2.16349,13.00000,P6
9608776.00000,-124.91300,35.38950,-0.01667,28.80000,-3.86983,54.93020,54.93039,2.16171,13.00000,S4
9608776.00000,-124.90670,35.28830,-10.65000,45.41667,-4.36337,54.46940,54.43585,2.16233,13.00000,P7
9608776.00000,-124.99414,35.74813,-37.30000,73.06667,0.34872,-3.91080,-2.78870,2.19517,13.00000,ru32
9694614.00000,-125.12300,36.18440,-10.41667,17.45000,4.34664,55.26610,55.19863,2.14460,13.00000,S1
9694614.00000,-125.05920,35.98610,-7.70000,45.41667,3.45430,54.98690,54.97746,2.16825,13.00000,P2
9694614.00000,-125.04180,35.91680,-12.40000,16.45000,1.90901,54.39020,54.45420,2.18110,13.00000,S2
9694614.00000,-125.01710,35.80910,-37.25000,14.86667,0.79630,53.20610,53.42432,2.19178,13.00000,P3
9694614.00000,-124.97870,35.65100,-23.18333,5.91667,-0.72746,54.91090,54.81575,2.21159,13.00000,S3
9694614.00000,-124.94350,35.45650,-38.76667,14.18333,-2.24749,54.91320,54.68474,2.23362,13.00000,P6
9694614.00000,-124.91180,35.38740,-2.71667,27.60000,-1.24037,56.81740,56.79135,2.24777,13.00000,S4
9694614.00000,-124.90500,35.28610,-3.08333,53.76667,-2.27344,55.06090,55.02055,2.25661,13.00000,P7
9694614.00000,-124.99744,35.73923,-33.38333,74.16667,-0.08044,-4.29388,-4.04735,2.19997,13.00000,ru32
9780452.00000,-125.12230,36.18280,-5.08333,21.95000,5.03259,56.46770,56.60501,2.52219,13.00000,S1
9780452.00000,-125.05930,35.98510,-35.35000,66.50000,3.53483,55.24550,55.78705,2.50816,13.00000,P2
9780452.00000,-125.04170,35.91650,-19.05000,7.96667,1.41883,55.04060,54.71402,2.50904,13.00000,S2
9780452.00000,-125.01620,35.80920,-36.78333,63.03333,-0.79612,53.06640,52.84386,2.49165,13.00000,P3
9780452.00000,-124.97840,35.65080,-20.25000,8.46667,-1.92640,53.50070,53.53773,2.47987,13.00000,S3
9780452.00000,-124.94380,35.45630,-51.85000,1.43333,-1.77650,52.79120,52.78932,2.45973,13.00000,P6
9780452.00000,-124.91120,35.38710,-20.95000,7.85000,-1.49452,56.17020,56.29359,2.45887,13.00000,S4
9780452.00000,-124.90090,35.28340,-49.68333,61.75000,-2.29320,55.57410,55.33762,2.44745,13.00000,P7
9780452.00000,-125.00505,35.73846,-4.30000,104.38333,-1.73954,-5.11951,-5.05626,2.48704,13.00000,ru32
9866289.00000,-125.12370,36.18190,-7.91667,20.25000,3.99784,57.40090,57.12734,2.91059,13.00000,S1
9866289.00000,-125.06170,35.98230,-90.26667,17.31667,2.44505,56.41470,56.44485,2.94201,13.00000,P2
9866289.00000,-125.04300,35.91470,-1.81667,25.11667,2.67230,55.95550,55.96314,2.95490,13.00000,S2
9866289.00000,-125.01690,35.80770,-92.16667,9.96667,1.29322,54.93550,54.87466,2.96246,13.00000,P3
9866289.00000,-124.97840,35.65080,-20.46667,6.50000,-1.01016,53.94930,53.81731,2.96964,13.00000,S3
9866289.00000,-124.94140,35.45430,-1.15000,51.60000,-2.40589,53.52800,53.54206,2.97036,13.00000,P6
9866289.00000,-124.91130,35.38570,-35.81667,22.43333,-1.10616,56.25120,56.58433,2.97383,13.00000,S4
9866289.00000,-124.90050,35.28300,-31.43333,79.53333,-1.27355,54.66490,54.91299,2.97401,13.00000,P7
9866289.00000,-125.00191,35.74179,-105.68333,2.31667,-0.02300,-3.29941,-3.28176,2.96519,13.00000,ru32
9952127.00000,-125.12360,36.18360,-0.36667,27.10000,2.39747,54.99900,54.99388,2.68301,13.00000,S1
9952127.00000,-125.06100,35.98340,-8.05000,45.85000,1.63046,55.00370,55.09250,2.66952,13.00000,P2
9952127.00000,-125.04370,35.91480,-19.83333,8.63333,1.83896,55.98310,55.88723,2.66460,13.00000,S2
9952127.00000,-125.01700,35.80850,-80.05000,28.41667,2.19888,55.05320,55.34264,2.65439,13.00000,P3
9952127.00000,-124.97870,35.65080,-27.68333,0.36667,-0.23238,55.04030,55.05435,2.64021,13.00000,S3
9952127.00000,-124.93870,35.45280,-45.30000,12.73333,-1.21924,54.15890,54.17801,2.62166,13.00000,P6
9952127.00000,-124.91270,35.38490,-17.91667,14.28333,-1.10862,56.19260,56.19686,2.61672,13.00000,S4
9952127.00000,-124.89660,35.28060,-46.00000,22.85000,-1.65683,55.10490,55.10985,2.60794,13.00000,P7
9952127.00000,-125.00265,35.74216,-66.93333,43.11667,0.60790,-2.82917,-2.22487,2.65126,13.00000,ru32
10037965.00000,-125.12390,36.18430,-17.08333,13.41667,3.13243,56.11420,55.94735,1.83852,13.00000,S1
10037965.00000,-125.05990,35.98560,-62.21667,54.45000,3.18533,54.56190,54.41969,1.83336,13.00000,P2
10037965.00000,-125.04550,35.91560,-8.38333,23.01667,2.45628,55.03640,54.99566,1.83206,13.00000,S2
10037965.00000,-125.01780,35.80930,-5.95000,54.43333,2.80614,56.49870,56.35746,1.83442,13.00000,P3
10037965.00000,-124.97950,35.65120,-20.01667,13.96667,0.07737,54.26820,53.99637,1.83683,13.00000,S3
10037965.00000,-124.93800,35.45300,-31.20000,37.70000,1.29792,54.96270,55.12631,1.83534,13.00000,P6
10037965.00000,-124.91270,35.38620,-33.56667,4.10000,-0.05376,55.55580,55.55557,1.83198,13.00000,S4
10037965.00000,-124.90240,35.28310,-43.16667,33.61667,-2.19518,55.26730,55.44453,1.83308,13.00000,P7
10037965.00000,-125.00587,35.73867,-81.48333,15.80000,1.89083,-3.07210,-2.77638,1.83548,13.00000,ru32
10123803.00000,-125.12400,36.18480,-8.95000,27.95000,3.73256,55.70140,55.75544,1.59463,13.00000,S1
10123803.00000,-125.05240,35.98790,-62.23333,12.11667,2.65346,54.22670,54.50639,1.57664,13.00000,P2
10123803.00000,-125.04500,35.91700,-11.80000,23.05000,3.35971,55.81600,56.03328,1.57070,13.00000,S2
10123803.00000,-125.01540,35.81090,-41.51667,38.56667,2.77786,55.52850,55.77719,1.56301,13.00000,P3
10123803.00000,-124.97740,35.65160,-36.53333,7.00000,2.82155,56.95560,57.01111,1.55300,13.00000,S3
10123803.00000,-124.93620,35.45380,-46.28333,131.05000,2.04130,54.34600,54.09936,1.54020,13.00000,P6
10123803.00000,-124.91150,35.38770,-17.30000,28.95000,0.42540,56.09160,55.94561,1.53545,13.00000,S4
10123803.00000,-124.90340,35.28520,-42.45000,47.93333,-1.08687,54.19370,54.67328,1.53015,13.00000,P7
10123803.00000,-125.00559,35.74229,-71.65000,27.73333,2.65611,-2.16565,-1.77874,1.56072,13.00000,ru32
10209641.00000,-125.12420,36.18500,-34.96667,5.48333,2.87862,54.51840,54.54708,1.54162,13.00000,S1
10209641.00000,-125.05530,35.98800,-51.96667,36.43333,3.70841,55.17700,55.23709,1.52737,13.00000,P2
10209641.00000,-125.04300,35.91750,-35.65000,4.18333,3.79410,56.13570,56.14042,1.52262,13.00000,S2
10209641.00000,-125.01020,35.81190,-15.78333,66.70000,2.80975,56.30220,56.47099,1.51700,13.00000,P3
10209641.00000,-124.97800,35.65220,-14.96667,33.48333,3.92137,59.50230,58.99686,1.50880,13.00000,S3
10209641.00000,-124.93370,35.45310,-4.63333,89.43333,1.27610,56.25430,56.15211,1.49797,13.00000,P6
10209641.00000,-124.91120,35.38750,-18.06667,33.65000,1.14874,58.16350,57.60340,1.49413,13.00000,S4
10209641.00000,-124.90340,35.28530,-22.85000,71.53333,-0.99401,53.63530,54.26960,1.49007,13.00000,P7
10209641.00000,-125.00104,35.74317,-75.93333,12.26667,3.51547,-0.19318,-0.27349,1.51458,13.00000,ru32
10295479.00000,-125.12350,36.18490,-1.63333,30.21667,1.80843,53.26630,53.32628,1.85589,13.00000,S1
10295479.00000,-125.05830,35.98980,-22.76667,42.30000,3.78352,55.30240,55.26048,1.86733,13.00000,P2
10295479.00000,-125.04300,35.91750,-25.18333,8.93333,4.06358,55.66190,55.92422,1.87019,13.00000,S2
10295479.00000,-125.01090,35.81120,-64.06667,2.78333,3.56267,54.95720,54.98198,1.86960,13.00000,P3
10295479.00000,-124.97740,35.65150,-22.46667,11.90000,3.43352,58.30400,58.43568,1.86500,13.00000,S3
10295479.00000,-124.93440,35.45240,-30.83333,33.93333,0.94751,56.71970,55.73924,1.86100,13.00000,P6
10295479.00000,-124.91080,35.38700,-9.18333,25.68333,-0.40783,57.45400,57.37591,1.86032,13.00000,S4
10295479.00000,-124.90310,35.28370,-53.65000,13.63333,-3.01155,54.91970,54.86702,1.85684,13.00000,P7
10295479.00000,-124.99657,35.73786,-78.26667,7.86667,3.71121,-0.87905,-0.70135,1.86856,13.00000,ru32
10295479.00000,-124.93989,35.57870,-225.56667,66.88333,3.11215,-0.05590,-0.35434,1.86248,13.00000,ru38
10381316.00000,-125.12230,36.18460,-8.28333,18.73333,4.51993,54.07510,54.36904,3.46574,13.00000,S1
10381316.00000,-125.05340,35.98790,-17.53333,34.90000,0.87112,55.45290,55.32382,3.40969,13.00000,P2
10381316.00000,-125.04150,35.91520,-16.95000,11.23333,2.29585,54.84340,54.88413,3.38878,13.00000,S2
10381316.00000,-125.00650,35.81080,-9.86667,42.41667,4.48843,55.56170,55.67701,3.35870,13.00000,P3
10381316.00000,-124.97600,35.65170,-6.80000,22.20000,3.95785,58.96780,58.92892,3.32480,13.00000,S3
10381316.00000,-124.93930,35.45320,-55.16667,1.21667,-1.87416,54.73740,54.73481,3.27543,13.00000,P6
10381316.00000,-124.90920,35.38680,-10.90000,19.25000,-2.00742,56.41300,56.36799,3.25465,13.00000,S4
10381316.00000,-124.90050,35.28330,-7.86667,46.70000,-1.70774,54.49500,54.40837,3.23352,13.00000,P7
10381316.00000,-124.99733,35.73700,-3.28333,16.88333,3.78306,-2.06742,-1.79945,3.34709,13.00000,ru32
10381316.00000,-124.95265,35.56264,-5.10000,15.46667,1.52326,-0.17964,-0.11381,3.30041,13.00000,ru38
10467154.00000,-125.12310,36.18420,-10.01667,15.33333,0.13827,53.90620,54.11112,3.99341,13.00000,S1
10467154.00000,-125.04980,35.98890,-79.68333,19.06667,2.64501,55.54040,55.51887,3.97419,13.00000,P2
