time_karin,lon,lat,time_delta_left,time_delta_right,ssha_karin,steric,steric_linear,swh,pass_num,mooring_id
12355586.00000,-124.95912,35.59097,-101.45000,53.01667,3.54062,-1.22214,-0.90108,4.52020,13.00000,ru32
12355586.00000,-125.02406,35.84504,-85.36667,65.51667,1.08233,-2.38122,-2.31206,4.60091,13.00000,ru38
12527261.00000,-125.12280,36.18400,-14.56667,16.20000,-2.92502,49.51980,49.55313,2.33033,13.00000,S1
12527261.00000,-125.07630,36.07470,-9.30000,57.11667,-1.10619,49.59250,49.55777,2.31059,13.00000,P1
12527261.00000,-125.05290,35.98520,-37.06667,27.95000,-0.22427,51.91550,51.72235,2.29695,13.00000,P2
12527261.00000,-125.04210,35.91470,-4.86667,27.28333,0.31424,52.20900,52.38500,2.28559,13.00000,S2
12527261.00000,-125.00740,35.80990,-3.61667,62.83333,2.08849,54.89120,54.79462,2.26639,13.00000,P3
12527261.00000,-124.98890,35.72320,-134.35000,174.01667,1.62076,53.56580,53.36072,2.25394,13.00000,P4
12527261.00000,-124.97640,35.65130,-33.11667,3.35000,2.41826,56.99150,56.92026,2.24078,13.00000,S3
12527261.00000,-124.94490,35.54210,-11.41667,58.21667,3.46310,54.75770,54.69948,2.22037,13.00000,P5
12527261.00000,-124.92430,35.45310,-37.66667,22.00000,2.84666,57.00070,56.45803,2.20584,13.00000,P6
12527261.00000,-124.90870,35.38870,-11.78333,20.33333,2.24478,58.00170,57.82170,2.19531,13.00000,S4
12527261.00000,-124.88840,35.28240,-56.98333,4.93333,1.29292,54.80570,54.85476,2.18481,13.00000,P7
12527261.00000,-125.01757,35.82824,-11.15000,148.76667,1.76692,-2.87967,-3.01022,2.27131,13.00000,ru32
12527261.00000,-124.97830,35.67436,-13.61667,141.65000,1.37876,-1.51152,-1.44723,2.24267,13.00000,ru38
12613099.00000,-125.12400,36.18460,-36.76667,0.50000,-2.70629,49.43070,49.43640,1.67858,13.00000,S1
12613099.00000,-125.07740,36.07680,-2.35000,80.10000,-2.23151,48.43880,48.44000,1.66865,13.00000,P1
12613099.00000,-125.05200,35.98590,-6.78333,77.25000,-1.24514,51.12800,51.06797,1.66403,13.00000,P2
12613099.00000,-125.04140,35.91450,-40.90000,0.01667,0.32370,53.31490,53.31468,1.65811,13.00000,S2
12613099.00000,-125.00950,35.80890,-50.68333,41.53333,1.58944,54.55700,54.78143,1.65263,13.00000,P3
12613099.00000,-124.98620,35.72490,-40.50000,46.16667,1.44635,53.62840,53.54003,1.64506,13.00000,P4
12613099.00000,-124.97560,35.65010,-30.95000,18.20000,0.94812,56.12850,56.07473,1.64166,13.00000,S3
12613099.00000,-124.94630,35.54130,-2.30000,92.55000,2.72376,55.06530,55.07960,1.63017,13.00000,P5
12613099.00000,-124.92440,35.45480,-32.25000,47.66667,3.69760,54.95330,55.83993,1.62136,13.00000,P6
12613099.00000,-124.90860,35.38970,-12.93333,26.56667,2.43410,57.10130,57.15447,1.61448,13.00000,S4
12613099.00000,-124.88880,35.28390,-2.96667,76.08333,1.11245,54.26010,54.29330,1.60595,13.00000,P7
12613099.00000,-124.96228,35.60165,-30.21667,132.78333,1.40070,-1.73119,-1.59691,1.63754,13.00000,ru32
12613099.00000,-125.02396,35.88074,-4.18333,16.56667,0.50554,-3.47172,-3.67297,1.65649,13.00000,ru38
12698937.00000,-125.12390,36.18460,-20.46667,10.10000,-1.43780,50.24590,50.02795,1.76504,13.00000,S1
12698937.00000,-125.07890,36.07500,-23.13333,37.11667,-1.88035,48.55850,48.30202,1.75575,13.00000,P1
12698937.00000,-125.05240,35.98490,-30.61667,32.70000,-1.00225,50.14170,50.79710,1.74388,13.00000,P2
12698937.00000,-125.04140,35.91480,-0.36667,31.70000,-0.26619,52.14050,52.15528,1.73384,13.00000,S2
12698937.00000,-125.00850,35.80940,-37.73333,28.33333,1.24638,54.49910,53.75962,1.71632,13.00000,P3
12698937.00000,-124.99390,35.72220,-281.96667,367.53333,2.44345,52.29100,52.23526,1.70662,13.00000,P4
12698937.00000,-124.97600,35.65080,-8.85000,26.88333,1.75323,56.52120,56.52293,1.69604,13.00000,S3
12698937.00000,-124.94740,35.54180,-26.51667,37.43333,1.88055,53.63370,54.27636,1.68355,13.00000,P5
12698937.00000,-124.92910,35.45240,-40.83333,21.43333,2.41845,56.12340,55.97738,1.67401,13.00000,P6
12698937.00000,-124.90990,35.38870,-28.71667,4.73333,2.12175,56.54140,56.44119,1.66579,13.00000,S4
12698937.00000,-124.89220,35.28350,-33.71667,28.91667,2.69734,54.84760,55.03310,1.65413,13.00000,P7
12698937.00000,-125.00600,35.78189,-57.88333,104.45000,1.58886,-3.99103,-3.95832,1.71186,13.00000,ru32
12698937.00000,-124.98181,35.66239,-113.53333,33.10000,2.10964,-1.73367,-1.52850,1.69661,13.00000,ru38
12784775.00000,-125.12290,36.18470,-20.01667,9.06667,-1.82184,50.41850,50.30406,2.40006,13.00000,S1
12784775.00000,-125.07560,36.07680,-20.43333,39.96667,-2.75872,48.19560,47.98697,2.38731,13.00000,P1
12784775.00000,-125.04890,35.98640,-61.41667,1.53333,-2.01051,49.56920,49.62074,2.37496,13.00000,P2
12784775.00000,-125.04020,35.91460,-4.28333,26.33333,-0.40329,52.42310,52.31147,2.36710,13.00000,S2
12784775.00000,-125.00420,35.81110,-46.70000,17.71667,0.64190,52.54690,52.80263,2.35276,13.00000,P3
12784775.00000,-124.99160,35.72230,-146.93333,282.03333,2.01595,53.75090,53.36196,2.34530,13.00000,P4
12784775.00000,-124.97620,35.64950,-9.56667,21.36667,1.57452,56.36540,56.45125,2.33421,13.00000,S3
12784775.00000,-124.94950,35.54220,-26.25000,28.95000,1.33473,54.60070,54.85559,2.32005,13.00000,P5
12784775.00000,-124.92850,35.45410,-21.86667,32.01667,0.99566,54.66350,54.49651,2.30719,13.00000,P6
12784775.00000,-124.90890,35.38860,-27.15000,2.76667,0.03834,55.42000,55.33362,2.29733,13.00000,S4
12784775.00000,-124.89190,35.28220,-18.61667,37.70000,1.53154,55.69590,55.36682,2.28080,13.00000,P7
12784775.00000,-125.01805,35.81609,-80.41667,82.43333,0.44179,-3.12044,-3.14596,2.35370,13.00000,ru32
12784775.00000,-124.98565,35.69345,-57.16667,102.21667,1.87974,-1.61265,-1.23944,2.33940,13.00000,ru38
12870613.00000,-125.12430,36.18390,-16.13333,18.41667,-3.36274,48.94500,48.72927,2.19859,13.00000,S1
12870613.00000,-125.07490,36.07880,-0.60000,72.81667,-2.73791,47.27580,47.27629,2.19036,13.00000,P1
12870613.00000,-125.04680,35.99040,-11.08333,59.33333,-3.13255,49.68360,49.72130,2.18667,13.00000,P2
12870613.00000,-125.04050,35.91550,-36.48333,0.06667,-1.60115,52.08120,52.07835,2.18202,13.00000,S2
12870613.00000,-125.00290,35.81180,-134.78333,55.73333,0.51440,52.92220,53.52901,2.17639,13.00000,P3
12870613.00000,-124.99110,35.72190,-89.36667,57.35000,2.33743,52.18520,53.16840,2.16993,13.00000,P4
12870613.00000,-124.97640,35.65030,-8.55000,31.28333,0.92059,55.56200,55.56234,2.16570,13.00000,S3
12870613.00000,-124.94420,35.54220,-43.85000,29.45000,1.44777,52.57350,52.86185,2.15401,13.00000,P5
12870613.00000,-124.93000,35.45300,-47.66667,27.61667,1.33358,55.51590,54.99697,2.14727,13.00000,P6
12870613.00000,-124.90930,35.38820,-6.06667,33.15000,1.68421,55.84130,55.96758,2.14034,13.00000,S4
12870613.00000,-124.88780,35.28260,-6.86667,61.10000,2.12334,54.79760,54.73122,2.13178,13.00000,P7
12870613.00000,-124.96789,35.60796,-128.28333,29.45000,0.94201,-3.92374,-3.63891,2.16308,13.00000,ru32
12870613.00000,-125.03552,35.90878,-112.48333,45.48333,-1.43599,-5.05037,-4.69480,2.18113,13.00000,ru38
12956450.00000,-125.12580,36.18380,-8.10000,57.50000,-1.99592,49.53660,49.55953,1.96867,13.00000,S1
12956450.00000,-125.08380,36.07520,-75.16667,15.53333,-3.55390,46.24210,46.55729,1.94372,13.00000,P1
12956450.00000,-125.04970,35.98930,-32.81667,43.65000,-2.65814,48.47200,48.65830,1.92744,13.00000,P2
12956450.00000,-125.04220,35.91610,-21.43333,18.56667,-2.25535,49.56690,49.85218,1.91475,13.00000,S2
12956450.00000,-125.00190,35.81310,-163.21667,662.83333,0.77785,53.00900,53.07928,1.90117,13.00000,P3
12956450.00000,-124.98500,35.72510,-29.23333,79.81667,2.88242,54.10020,54.06934,1.88788,13.00000,P4
12956450.00000,-124.97700,35.65080,-45.33333,6.93333,2.49772,57.98330,57.98754,1.88345,13.00000,S3
12956450.00000,-124.95040,35.54120,-19.95000,80.58333,2.15525,55.13940,55.14771,1.86953,13.00000,P5
12956450.00000,-124.92830,35.45200,-78.30000,16.63333,0.88091,55.34560,55.13918,1.86087,13.00000,P6
12956450.00000,-124.90730,35.38760,-38.63333,11.41667,1.96325,57.24630,57.10966,1.85268,13.00000,S4
12956450.00000,-124.89250,35.28120,-15.15000,88.80000,1.90069,55.61450,55.50315,1.84504,13.00000,P7
12956450.00000,-125.00921,35.80588,-0.20000,29.11667,0.91358,-3.71519,-3.70965,1.90050,13.00000,ru32
12956450.00000,-124.97481,35.63488,-28.36667,120.00000,2.78579,0.18382,0.02630,1.88237,13.00000,ru38
13128126.00000,-125.12260,36.18340,-1.93333,24.50000,-2.13502,49.93010,49.87384,3.41746,13.00000,S1
13128126.00000,-125.08710,36.07190,-12.05000,41.86667,-2.97801,47.74280,47.76897,3.42633,13.00000,P1
13128126.00000,-125.05890,35.98250,-24.43333,28.25000,-4.22432,47.95640,48.34783,3.42835,13.00000,P2
13128126.00000,-125.04130,35.91370,-1.43333,26.68333,-4.66273,48.77540,48.76250,3.43456,13.00000,S2
13128126.00000,-125.00830,35.80890,-8.93333,44.36667,-2.87210,51.05960,51.20165,3.43343,13.00000,P3
13128126.00000,-124.99040,35.72210,-33.66667,178.36667,-1.12147,51.13010,50.85303,3.44029,13.00000,P4
13128126.00000,-124.97460,35.64950,-29.16667,0.65000,-0.64516,54.60580,54.59622,3.43611,13.00000,S3
13128126.00000,-124.93610,35.54450,-111.26667,71.46667,1.38357,51.52680,52.42421,3.44562,13.00000,P5
13128126.00000,-124.92430,35.45120,-13.88333,42.15000,4.45424,56.94410,56.84395,3.44450,13.00000,P6
13128126.00000,-124.90910,35.38460,-12.60000,15.98333,4.58218,58.15240,58.70823,3.44569,13.00000,S4
13128126.00000,-124.89160,35.27900,-49.65000,99.13333,2.22582,56.56330,56.43499,3.44017,13.00000,P7
13128126.00000,-124.96018,35.58983,-27.38333,129.46667,0.71580,-2.40284,-2.91507,3.44090,13.00000,ru32
13128126.00000,-125.03418,35.87551,-91.78333,52.96667,-4.04222,-6.96531,-7.25080,3.43115,13.00000,ru38
13213964.00000,-125.12430,36.18320,-10.60000,16.58333,-3.60859,48.61730,48.68297,2.58832,13.00000,S1
13213964.00000,-125.08980,36.07270,-50.08333,81.31667,-3.88717,47.80690,47.53777,2.61040,13.00000,P1
13213964.00000,-125.06340,35.98260,-46.20000,6.18333,-4.03403,48.99100,48.97791,2.62433,13.00000,P2
13213964.00000,-125.04380,35.91460,-24.46667,3.90000,-3.80154,50.11360,50.19180,2.63695,13.00000,S2
13213964.00000,-125.00990,35.80940,-31.93333,21.46667,-3.51921,50.27280,50.21845,2.64585,13.00000,P3
13213964.00000,-124.98820,35.72330,-173.36667,12.45000,-0.75755,51.62800,51.58046,2.65545,13.00000,P4
13213964.00000,-124.97470,35.64870,-19.08333,14.00000,1.41288,55.49310,55.55920,2.65771,13.00000,S3
13213964.00000,-124.94340,35.54080,-50.58333,228.16667,2.06466,53.34900,53.14237,2.66254,13.00000,P5
13213964.00000,-124.92060,35.45140,-234.13333,176.45000,3.07287,55.70430,55.34219,2.66312,13.00000,P6
13213964.00000,-124.90850,35.38320,-14.66667,17.63333,3.75857,57.58510,57.72877,2.66367,13.00000,S4
13213964.00000,-124.88920,35.27920,-55.01667,3.00000,5.66083,58.45000,58.42366,2.66183,13.00000,P7
13213964.00000,-125.00870,35.78549,-65.30000,87.66667,-3.61118,-4.68392,-5.46344,2.64921,13.00000,ru32
13213964.00000,-124.96211,35.59942,-49.58333,100.80000,1.91541,-1.23973,-1.48887,2.66067,13.00000,ru38
13299802.00000,-125.12350,36.18360,-20.50000,6.31667,-3.70743,48.61420,48.46547,2.48902,13.00000,S1
13299802.00000,-125.08830,36.07330,-16.51667,43.58333,-3.34475,47.36020,47.65827,2.49004,13.00000,P1
13299802.00000,-125.06240,35.98360,-15.75000,84.51667,-1.67555,50.64940,50.46174,2.48992,13.00000,P2
13299802.00000,-125.04320,35.91590,-24.25000,3.33333,-2.54202,51.70870,51.56562,2.49388,13.00000,S2
13299802.00000,-125.01100,35.80920,-33.61667,17.40000,-2.82264,50.55040,50.62165,2.48748,13.00000,P3
13299802.00000,-124.98720,35.72430,-17.15000,83.91667,-1.32061,50.93180,50.77182,2.48835,13.00000,P4
13299802.00000,-124.97520,35.65160,-17.90000,9.96667,-1.29417,53.93720,54.19571,2.47735,13.00000,S3
13299802.00000,-124.94070,35.54210,-103.80000,115.11667,1.51792,54.13550,53.03385,2.47407,13.00000,P5
13299802.00000,-124.92080,35.45120,-57.61667,0.55000,1.80561,55.81150,55.80640,2.47008,13.00000,P6
13299802.00000,-124.90780,35.38280,-12.80000,23.30000,2.89045,57.41580,57.60369,2.46916,13.00000,S4
13299802.00000,-124.88440,35.27890,-15.36667,44.38333,3.10238,56.36410,56.57131,2.47101,13.00000,P7
13299802.00000,-125.01162,35.78734,-112.15000,43.25000,-2.66171,-6.22265,-6.30825,2.48890,13.00000,ru32
13299802.00000,-124.99392,35.75435,-44.50000,111.05000,-1.90700,-5.09280,-5.35873,2.48859,13.00000,ru38
13385640.00000,-125.12420,36.18370,-24.63333,0.75000,-2.68124,50.11560,50.09886,3.68952,13.00000,S1
13385640.00000,-125.08860,36.07180,-29.40000,19.16667,-2.92269,47.75780,47.51233,3.68606,13.00000,P1
13385640.00000,-125.06350,35.98240,-35.50000,15.53333,-1.74629,49.60760,49.64343,3.68066,13.00000,P2
13385640.00000,-125.04370,35.91490,-3.85000,24.06667,-1.20971,51.67910,51.40787,3.67661,13.00000,S2
13385640.00000,-125.01300,35.80740,-22.88333,30.81667,-1.53439,50.90630,50.90178,3.66189,13.00000,P3
13385640.00000,-124.99140,35.72220,-34.95000,15.06667,-1.44782,50.93860,50.78554,3.65462,13.00000,P4
13385640.00000,-124.97640,35.65100,-10.31667,16.38333,-1.02331,52.56900,53.00922,3.64700,13.00000,S3
13385640.00000,-124.94260,35.54240,-5.03333,100.15000,-0.22829,52.43290,52.35873,3.63726,13.00000,P5
13385640.00000,-124.91800,35.45310,-64.73333,39.11667,1.77062,53.68400,54.10409,3.62594,13.00000,P6
13385640.00000,-124.90660,35.38590,-11.06667,16.83333,3.61709,59.28970,58.56271,3.61626,13.00000,S4
13385640.00000,-124.88790,35.27880,-22.00000,37.85000,3.67498,56.16050,56.26706,3.60426,13.00000,P7
13385640.00000,-124.96495,35.61147,-149.35000,4.26667,-0.86695,-5.01998,-4.95736,3.64423,13.00000,ru32
13385640.00000,-125.02940,35.84634,-110.35000,45.81667,-2.12197,-6.61069,-6.20839,3.66999,13.00000,ru38
13471478.00000,-125.12400,36.18440,-18.98333,7.83333,-3.37168,49.17000,49.25325,3.70619,13.00000,S1
13471478.00000,-125.08370,36.07480,-52.26667,1.28333,-2.80994,48.11560,48.10861,3.69553,13.00000,P1
13471478.00000,-125.06090,35.98370,-58.25000,47.15000,-2.06483,49.99320,50.21477,3.69545,13.00000,P2
13471478.00000,-125.04300,35.91530,-25.85000,1.95000,-3.32341,50.20340,50.19297,3.68657,13.00000,S2
13471478.00000,-125.00700,35.81020,-22.98333,31.26667,-1.89763,50.24360,50.42670,3.69181,13.00000,P3
13471478.00000,-124.98760,35.72420,-109.61667,51.65000,-2.37154,49.59840,50.11594,3.68349,13.00000,P4
13471478.00000,-124.97560,35.65150,-12.81667,16.03333,-1.77353,52.56030,52.64417,3.69595,13.00000,S3
13471478.00000,-124.94050,35.54290,-25.70000,32.75000,0.26462,52.26950,52.19053,3.69376,13.00000,P5
13471478.00000,-124.91680,35.45330,-33.06667,20.90000,1.60088,54.36940,54.59448,3.69769,13.00000,P6
13471478.00000,-124.90700,35.38790,-2.45000,27.28333,0.11656,55.87700,55.96102,3.70160,13.00000,S4
13471478.00000,-124.87860,35.28180,-34.55000,17.55000,1.40858,56.23730,55.87987,3.71017,13.00000,P7
13471478.00000,-125.02075,35.83661,-70.93333,70.98333,-2.00947,-7.17752,-7.48820,3.69661,13.00000,ru32
13471478.00000,-124.95889,35.59275,-28.23333,126.26667,0.00535,-2.49889,-2.61911,3.69232,13.00000,ru38
13557315.00000,-125.12360,36.18530,-27.73333,6.20000,-1.50637,48.49910,48.61413,2.59158,13.00000,S1
13557315.00000,-125.07790,36.08090,-7.66667,57.60000,-2.04097,48.30510,48.32989,2.58038,13.00000,P1
13557315.00000,-125.05800,35.98890,-14.40000,52.51667,-1.23573,50.59610,50.35930,2.57967,13.00000,P2
13557315.00000,-125.04340,35.91710,-6.63333,27.13333,-2.12142,51.02130,50.96926,2.57462,13.00000,S2
13557315.00000,-125.00370,35.81660,-39.90000,24.01667,-2.51904,50.24740,50.52816,2.57629,13.00000,P3
13557315.00000,-124.98300,35.73030,-5.08333,56.53333,-1.91512,50.65620,50.59572,2.57018,13.00000,P4
13557315.00000,-124.97630,35.65260,-24.95000,10.36667,-3.28572,52.78820,52.77848,2.57579,13.00000,S3
13557315.00000,-124.93570,35.54920,-34.26667,34.63333,-0.85391,52.24460,52.11604,2.57021,13.00000,P5
13557315.00000,-124.91740,35.45750,-57.71667,4.83333,-0.91441,53.81170,53.76088,2.57013,13.00000,P6
13557315.00000,-124.90840,35.38940,-29.38333,4.55000,-1.13026,55.60060,55.52944,2.57000,13.00000,S4
13557315.00000,-124.87590,35.29110,-46.48333,14.13333,-1.28321,54.48840,54.22407,2.56899,13.00000,P7
13557315.00000,-124.97936,35.73932,-51.70000,105.43333,-1.95137,-5.60410,-6.10749,2.57059,13.00000,ru32
13557315.00000,-125.00537,35.79048,-12.05000,9.93333,-2.05131,-6.19275,-6.16909,2.57466,13.00000,ru38
13643153.00000,-125.12530,36.18680,-25.60000,20.25000,-2.51338,49.06440,49.04550,1.80355,13.00000,S1
13643153.00000,-125.07500,36.09060,-83.85000,3.31667,-1.26934,48.41280,48.39072,1.80252,13.00000,P1
13643153.00000,-125.05830,35.99860,-44.26667,44.11667,-1.20587,50.31420,50.53248,1.80567,13.00000,P2
13643153.00000,-125.04440,35.91880,-12.66667,30.95000,-0.95735,51.36480,51.15251,1.80697,13.00000,S2
13643153.00000,-125.00230,35.82630,-23.61667,74.51667,-0.85428,51.06190,50.86405,1.81320,13.00000,P3
13643153.00000,-124.97970,35.73760,-78.93333,13.45000,-1.29753,50.08170,50.22173,1.81400,13.00000,P4
13643153.00000,-124.97520,35.65420,-4.26667,48.00000,-0.82381,54.95770,54.88074,1.82124,13.00000,S3
13643153.00000,-124.93280,35.55280,-62.65000,37.00000,-0.93570,53.01260,52.17357,1.82434,13.00000,P5
13643153.00000,-124.91440,35.46260,-44.40000,36.26667,-1.16915,54.81140,54.42350,1.82962,13.00000,P6
13643153.00000,-124.90870,35.39240,-31.91667,14.65000,-0.07581,55.68300,55.87484,1.83398,13.00000,S4
13643153.00000,-124.88180,35.29040,-34.71667,44.61667,-1.44409,53.62550,54.23080,1.84103,13.00000,P7
13643153.00000,-124.75145,35.80235,-7.36667,159.45000,-0.84452,-5.83815,-5.87605,1.79628,13.00000,ru32
13643153.00000,-124.94676,35.54656,-7.58333,145.11667,-0.94332,-1.74758,-1.74200,1.82583,13.00000,ru38
13728991.00000,-125.12430,36.18650,-49.63333,13.81667,-0.90980,49.32280,49.35174,1.52600,13.00000,S1
13728991.00000,-125.07450,36.09620,-87.08333,54.75000,-0.48135,48.26090,47.90604,1.52700,13.00000,P1
13728991.00000,-125.05550,36.00480,-85.43333,49.20000,-0.55050,51.03200,50.61069,1.52953,13.00000,P2
13728991.00000,-125.04290,35.91880,-37.25000,19.41667,-0.02683,51.66430,51.29671,1.53107,13.00000,S2
13728991.00000,-125.00330,35.82980,-45.88333,91.88333,-1.04283,50.12890,50.07405,1.53452,13.00000,P3
13728991.00000,-124.97820,35.74350,-38.10000,102.21667,-2.72021,49.55580,49.40339,1.53600,13.00000,P4
13728991.00000,-124.97460,35.65580,-9.88333,68.03333,-2.91095,52.98800,52.93234,1.53968,13.00000,S3
13728991.00000,-124.93470,35.55410,-52.16667,90.01667,-2.57801,50.44290,51.13766,1.54181,13.00000,P5
13728991.00000,-124.91590,35.46350,-113.78333,9.76667,0.38646,53.91000,53.81981,1.54500,13.00000,P6
13728991.00000,-124.90790,35.38950,-60.80000,28.05000,-1.03208,54.48900,54.73900,1.54706,13.00000,S4
13728991.00000,-124.88480,35.28710,-21.70000,155.33333,-1.12564,54.26190,54.25204,1.55070,13.00000,P7
13728991.00000,-125.01322,35.73906,-138.40000,30.68333,-2.73113,-7.92830,-7.80756,1.53653,13.00000,ru32
13728991.00000,-124.85116,35.39552,-62.25000,101.56667,3.96558,-2.81251,-3.11626,1.54686,13.00000,ru38
13814829.00000,-125.12450,36.18660,-55.48333,96.28333,-1.72210,49.02300,48.50193,1.23700,13.00000,S1
13814829.00000,-125.07570,36.09940,-458.03333,300.16667,-2.66314,46.78790,46.92579,1.23782,13.00000,P1
13814829.00000,-125.05250,36.00720,-7.66667,270.60000,-1.63047,50.22570,50.17374,1.23838,13.00000,P2
13814829.00000,-125.04250,35.91740,-93.78333,22.03333,-2.04993,49.51370,49.69650,1.23976,13.00000,S2
13814829.00000,-125.01020,35.83010,-107.23333,235.00000,-2.33879,49.27420,50.01564,1.24152,13.00000,P3
13814829.00000,-124.98540,35.74840,-140.31667,57.08333,-1.80230,48.39110,48.18393,1.24332,13.00000,P4
13814829.00000,-124.97590,35.65380,-23.80000,53.60000,-1.78505,51.35280,51.19032,1.24519,13.00000,S3
13814829.00000,-124.92890,35.56080,-108.23333,202.26667,-1.13377,48.56290,50.01633,1.24611,13.00000,P5
13814829.00000,-124.91120,35.46100,-76.61667,202.65000,-1.12067,52.60040,53.26699,1.24700,13.00000,P6
13814829.00000,-124.90860,35.38930,-44.36667,100.25000,-0.18312,54.87000,55.39942,1.24561,13.00000,S4
13814829.00000,-124.88450,35.28660,-230.68333,32.83333,-0.61822,54.22230,54.20452,1.24433,13.00000,P7
13814829.00000,-125.24590,35.68635,-50.43333,128.96667,-2.89844,-3.10624,-4.03597,1.24174,13.00000,ru32
13900667.00000,-125.12670,36.18600,-27.35000,6.50000,-2.96853,48.35020,48.45850,1.87628,13.00000,S1
13900667.00000,-125.07340,36.08990,-56.75000,8.28333,-3.46394,46.78540,46.94199,1.85656,13.00000,P1
13900667.00000,-125.05140,36.00330,-66.68333,0.53333,-1.86889,49.55060,49.54232,1.83162,13.00000,P2
13900667.00000,-125.04140,35.91760,-27.41667,6.13333,-3.02991,49.35140,49.35144,1.80713,13.00000,S2
13900667.00000,-125.01570,35.81970,-4.50000,62.30000,-2.82832,50.01370,50.04602,1.77342,13.00000,P3
13900667.00000,-124.99430,35.73660,-17.83333,46.28333,-3.19644,48.42540,48.39606,1.75910,13.00000,P4
13900667.00000,-124.97490,35.65570,-0.20000,35.73333,-4.45784,50.81460,50.81697,1.73485,13.00000,S3
13900667.00000,-124.93070,35.56410,-42.41667,24.81667,-4.36149,49.17720,48.68658,1.71777,13.00000,P5
13900667.00000,-124.91190,35.46500,-7.28333,60.63333,-1.50275,52.42150,52.50303,1.69882,13.00000,P6
13900667.00000,-124.90910,35.39010,-33.93333,4.83333,0.08610,54.92650,55.02710,1.68739,13.00000,S4
13900667.00000,-124.88450,35.28350,-38.83333,37.63333,2.01349,54.30440,53.95300,1.67230,13.00000,P7
13900667.00000,-124.98923,35.74334,-115.63333,54.75000,-3.13880,-8.15308,-7.75381,1.76103,13.00000,ru32
13900667.00000,-124.96214,35.37160,-11.70000,143.25000,-0.46975,-2.02693,-2.03363,1.68803,13.00000,ru38
13986504.00000,-125.12570,36.18480,-24.80000,2.91667,-2.01165,49.05240,49.04833,2.75463,13.00000,S1
13986504.00000,-125.07470,36.07850,-63.38333,49.05000,-4.01385,47.57140,46.80620,2.76768,13.00000,P1
13986504.00000,-125.05060,35.98990,-28.16667,23.46667,-1.72952,49.27060,49.04367,2.76671,13.00000,P2
13986504.00000,-125.04220,35.91700,-8.13333,20.33333,-1.17211,49.63550,49.83581,2.76384,13.00000,S2
13986504.00000,-125.01670,35.81040,-24.85000,25.33333,-2.47869,48.82890,49.47304,2.74629,13.00000,P3
13986504.00000,-124.99680,35.72510,-53.01667,41.93333,-2.89802,49.14780,48.29474,2.73733,13.00000,P4
13986504.00000,-124.97650,35.65350,-1.78333,25.61667,-3.64616,51.05190,51.01771,2.72361,13.00000,S3
13986504.00000,-124.93180,35.55290,-30.38333,24.85000,-4.75168,48.09210,48.22167,2.71090,13.00000,P5
13986504.00000,-124.90640,35.46900,-42.21667,8.11667,-3.83954,50.36660,50.22087,2.70132,13.00000,P6
13986504.00000,-124.90840,35.38870,-24.71667,4.30000,-1.67334,53.16650,53.15585,2.69680,13.00000,S4
13986504.00000,-124.88370,35.28090,-2.65000,104.33333,1.16552,54.39670,54.39097,2.68910,13.00000,P7
13986504.00000,-124.75784,35.78392,-26.51667,1.76667,-2.49145,-6.91715,-7.04889,2.73403,13.00000,ru32
13986504.00000,-125.13899,35.32644,-13.33333,150.98333,2.76571,-0.46150,-0.54326,2.71597,13.00000,ru38
14072342.00000,-125.12380,36.18540,-21.20000,7.16667,-3.10832,48.90750,49.03541,2.69577,13.00000,S1
14072342.00000,-125.07680,36.07960,-52.86667,18.78333,-3.54793,47.05950,47.09193,2.66938,13.00000,P1
14072342.00000,-125.05510,35.98870,-41.18333,15.20000,-3.87430,49.73140,49.42006,2.65135,13.00000,P2
14072342.00000,-125.04390,35.91720,-14.38333,16.23333,-3.14400,50.10520,50.38153,2.63502,13.00000,S2
14072342.00000,-125.01260,35.81130,-28.10000,29.21667,-1.45713,50.95420,50.51498,2.61180,13.00000,P3
14072342.00000,-124.99850,35.72420,-23.13333,87.76667,-1.25859,49.93400,49.93029,2.59817,13.00000,P4
14072342.00000,-124.97710,35.65340,-2.63333,27.73333,-3.05597,51.67460,51.68899,2.58055,13.00000,S3
14072342.00000,-124.93580,35.54780,-19.71667,43.70000,-3.40801,48.25850,48.18283,2.55663,13.00000,P5
14072342.00000,-124.91060,35.46050,-39.86667,17.68333,-3.22081,50.11090,49.84514,2.53909,13.00000,P6
14072342.00000,-124.90850,35.38830,-7.33333,25.50000,-1.40612,53.91660,53.91461,2.53005,13.00000,S4
14072342.00000,-124.87380,35.28510,-34.26667,27.78333,0.29880,54.10600,54.14339,2.51190,13.00000,P7
14072342.00000,-125.04498,35.72797,-99.93333,63.01667,-1.26289,-5.36935,-5.92539,2.60553,13.00000,ru32
14072342.00000,-124.85576,35.39609,-24.93333,133.65000,-1.86425,-4.93388,-4.76082,2.52101,13.00000,ru38
14158180.00000,-125.12460,36.18540,-24.00000,6.96667,-4.18574,47.27030,47.36414,2.28169,13.00000,S1
14158180.00000,-125.08060,36.08100,-49.51667,8.20000,-2.61112,47.88740,47.70734,2.27822,13.00000,P1
14158180.00000,-125.06050,35.99000,-54.18333,4.81667,-3.46912,47.93230,47.98146,2.27869,13.00000,P2
14158180.00000,-125.04580,35.91730,-28.33333,3.08333,-1.87230,50.20900,50.12907,2.27515,13.00000,S2
14158180.00000,-125.01640,35.81120,-54.91667,5.66667,-1.36835,50.89710,50.83438,2.27573,13.00000,P3
