lat,lon,time_min,time_max,surface_time,depth_min,depth_max,num_points,steric,Mooring_ID
36.793170437230046,-121.88330446686649,7662378.394409984,7662505.699369984,nan,nan,nan,0,nan,ru32
36.79306934683429,-121.88356348026275,7662505.699369984,7662925.887180032,nan,nan,nan,0,nan,ru32
36.79270102299117,-121.8846864146453,7662925.887180032,7663343.238249984,nan,nan,nan,0,nan,ru32
36.79255904905187,-121.88580621860179,7664952.21657984,7665752.178770176,nan,nan,nan,0,nan,ru32
36.79152820495149,-121.88881422914864,7665752.178770176,7666670.536900096,nan,nan,nan,0,nan,ru32
36.790837102052606,-121.89251094999211,7667303.028989952,7668533.635309824,nan,nan,nan,0,nan,ru32
36.789886116613665,-121.89740225260539,7668533.635309824,7670005.517880064,nan,nan,nan,0,nan,ru32
36.7890343100581,-121.90104100859826,7670586.486330112,7671832.176150016,nan,nan,nan,0,nan,ru32
36.78785083850077,-121.90599016300042,7671832.176150016,7673342.228029952,nan,nan,nan,0,nan,ru32
36.78641291488858,-121.90785291005582,7673997.349880064,7675005.477570048,nan,nan,nan,0,nan,ru32
36.785919387690406,-121.91139283385097,7675005.477570048,7676187.650089984,nan,nan,nan,0,nan,ru32
36.785444926970975,-121.91479957693689,7676187.650089984,7677111.077939968,nan,nan,nan,0,nan,ru32
36.7849744190525,-121.91817793795288,7677111.077939968,7678275.125459968,nan,nan,nan,0,nan,ru32
36.78307443110424,-121.91879270602696,7679160.034269952,7680204.275599872,nan,nan,nan,0,nan,ru32
36.782259488650205,-121.92267849264955,7680204.275599872,7681504.645839872,nan,nan,nan,0,nan,ru32
36.78057355826888,-121.92659131725617,7682063.310669824,7684048.974520064,7682291,-427.86157,-0.03970506,993,-13.370221894027981,ru32
36.77975242827884,-121.93399335821638,7684048.974520064,7686535.066589952,7686225,-427.86157,-0.307714,1242,-13.417070881723294,ru32
36.77743133684634,-121.94004461100253,7687357.059570176,7689362.89243008,7687586,-429.51593,-0.07941015,1002,-13.21218080061645,ru32
36.7767290733316,-121.94800604879774,7689362.89243008,7692045.036869888,7691712,-429.51593,-0.07941016,1335,-12.926710567557018,ru32
36.77433110705055,-121.95432053364979,7692852.192379904,7695148.69076992,7693079,-499.76398,-0.05955761,1116,-12.319040543394461,ru32
36.7738382841738,-121.9644188935442,7695148.69076992,7698362.305510144,7698022,-499.70456,-0.58564913,1560,-12.379493806639626,ru32
36.771503889049626,-121.97278804144925,7699202.44315008,7701467.807650048,7699423,-499.7443,-0.059557624,1100,-12.043963319989196,ru32
36.77144943118285,-121.98273049661987,7701467.807650048,7704572.57339008,nan,nan,nan,0,nan,ru32
36.770585408371346,-122.0135613600848,7711327.036989952,7713573.451170048,7711542,-499.82355,-0.20845163,1093,-11.091477729688389,ru32
36.77016962068051,-122.02380603239581,7713573.451170048,7716676.79241984,nan,nan,nan,0,nan,ru32
36.7676305656045,-122.05431305021239,7723047.12427008,7725231.297609984,7723260,-499.7148,-0.1389678,1058,-10.529539054977215,ru32
36.7639949989918,-122.06266479440782,7725231.297609984,7728446.802729984,nan,nan,nan,0,nan,ru32
36.75336830385717,-122.0887403626783,7734483.911099904,7736816.424290048,7734728,-499.69562,-0.20845193,1133,-10.656382504317774,ru32
36.75050259168136,-122.09758751628041,7736816.424290048,7740040.363399936,nan,nan,nan,0,nan,ru32
36.74188924003599,-122.12755704026738,7746786.485869824,7749936.277159936,7747019,-499.90405,-0.168747,1172,-10.4335248964679,ru32
36.740510884836375,-122.1408021102119,7749936.277159936,7754068.44185984,7753718,-499.9932,-1.4591609,1590,-11.271202541195546,ru32
36.7391735494954,-122.15464567851147,7754905.847559936,7758067.773190144,7755138,-499.7556,-0.12904187,1170,-11.18571252652949,ru32
36.73797468088143,-122.16733482151822,7758067.773190144,7762181.709990144,7761837,-499.9438,-1.4393088,1589,-11.198715839672783,ru32
36.73624463275287,-122.1793521416684,7762966.637700096,7766008.973239808,7763189,-499.67654,-0.039705206,1126,-10.923510811577177,ru32
36.734556446809194,-122.1916330185211,7766008.973239808,7770259.268189952,7769883,-499.8251,-0.18859972,1647,-11.08064945012206,ru32
36.73167637921015,-122.20314714090445,7771078.27257984,7774718.280090112,7771304,-499.72626,-0.039705228,1145,-9.33270621051025,ru32
36.72989084399081,-122.21747377937552,7774718.280090112,7779436.19988992,7779063,-499.7164,-0.00992631,1614,-9.508469123808547,ru32
36.72721894496027,-122.22458559312891,7780461.52889984,7780685.995849984,nan,nan,nan,0,nan,ru32
36.72699979467047,-122.22534175969633,7780685.995849984,7780969.653690112,nan,nan,nan,0,nan,ru32
36.72596581707069,-122.22532600368191,7781627.780819968,7781810.200710144,nan,nan,nan,0,nan,ru32
36.72587096822313,-122.22588506856529,7781810.200710144,7782031.757970176,nan,nan,nan,0,nan,ru32
36.72616384085059,-122.2348914614542,7782742.77344,7787454.705470208,7782976,-499.7859,-0.06948418,1164,-8.700506676003702,ru32
36.728699591391106,-122.25646906840535,7787454.705470208,7793392.952610048,7793037,-499.8452,-1.1514485,1631,-9.459788985140106,ru32
36.72809309320269,-122.27665874362667,7794567.50484992,7799509.609469952,7794842,-499.90463,-0.009926309,1255,-8.867659502888957,ru32
36.724761356897666,-122.29683359257993,7799509.609469952,7805595.35668992,7805208,-499.94437,-0.1588211,1708,-9.204032101624804,ru32
36.71974727376657,-122.31671064308227,7806650.744539904,7811510.679320064,7806892,-499.73666,-0.09926314,1213,-8.540947372505212,ru32
36.71698273645326,-122.33734215251113,7811510.679320064,7817404.8248,7817053,-499.99423,-4.4568696,1610,-7.751601551706158,ru32
36.709199329918356,-122.40195131184558,7829110.116760064,7834170.836359936,7829371,-499.73712,-0.20845275,1331,-6.35852736522934,ru32
36.70787351147055,-122.42360255655429,7834170.836359936,7840192.471709952,7839831,-499.85602,-4.3973165,1683,-5.351495158511098,ru32
36.70328914067567,-122.48801873790573,7852199.896059904,7857124.104890112,7852447,-499.95523,-0.20845285,1212,-5.056023060594262,ru32
36.70081239615293,-122.50947808684829,7857124.104890112,7863083.893250048,7862719,-499.85632,-4.0300527,1660,-3.8172790411070294,ru32
36.691318395997484,-122.57455095525542,7875006.840300032,7879838.851749888,7875244,-499.6389,-0.19852673,1207,3.5908244203195383,ru32
36.68778572300622,-122.5942580356956,7879838.851749888,7885854.650629888,7885488,-499.9955,-4.655404,1681,5.540098496319109,ru32
36.675429116119645,-122.65680883500993,7897897.260560128,7902820.615879936,7898129,-499.78815,-0.198527,1205,3.340618275535995,ru32
36.66964374451102,-122.6764097132919,7902820.615879936,7908682.887419904,7908321,-499.79828,-4.9432697,1625,3.829700742425187,ru32
36.65155279206175,-122.73645805920931,7920527.942230016,7925411.950320128,7920764,-499.59116,-0.19852741,1199,-9.310142661641917,ru32
36.64676210853397,-122.75799632209402,7925411.950320128,7931305.493410048,7930946,-499.72006,-4.903575,1630,-9.029937664434623,ru32
36.63208099005996,-122.82313254619712,7942964.893860096,7947968.250850048,7943236,-499.85938,-0.21838053,1287,-9.492482918929609,ru32
36.62767263528366,-122.84355588988933,7947968.250850048,7953824.612400128,7953476,-499.81003,-4.8043213,1626,-9.455229600402838,ru32
36.614150787171866,-122.90567056151616,7965553.93380992,7970274.765260032,7965784,-499.87006,-0.20845447,1146,-10.514515028810406,ru32
36.60978730985723,-122.92641822537192,7970274.765260032,7976148.310700032,7975791,-499.89005,-4.9830003,1629,-11.479589455885884,ru32
36.596612240682745,-122.99046144018212,7987671.66998016,7992676.993769984,7987928,-499.8015,-0.1985284,1331,-11.622321627324261,ru32
36.59342729320176,-123.01269850455797,7992676.993769984,7998541.221129984,7998179,-499.76205,-4.4966235,1593,-11.999954586493534,ru32
36.58257651373875,-123.08172858445045,8010574.294189824,8016081.9848,8010840,-499.72293,-0.19852865,1397,-12.799448198892108,ru32
36.58099914928377,-123.10123480467163,8016081.9848,8020780.331239936,nan,nan,nan,0,nan,ru32
36.57350034754934,-123.15974880229362,8031903.714870016,8037217.777499904,8032179,-499.61438,-0.18860236,1350,-11.595559068172065,ru32
36.57038331164079,-123.17938263742475,8037217.777499904,8041952.096620032,nan,nan,nan,0,nan,ru32
36.56151489576013,-123.23805417993609,8052474.84512,8057762.901210112,8052729,-499.67435,-0.22830836,1309,-10.50061454368962,ru32
36.56089245831169,-123.25984888999734,8057762.901210112,8062468.219180032,nan,nan,nan,0,nan,ru32
36.55742967340154,-123.32681918499993,8073886.788850176,8079064.567290112,8074180,-499.96167,-0.23823489,1309,-10.197677010350567,ru32
36.55698979831275,-123.346664646102,8079064.567290112,8083888.207180032,nan,nan,nan,0,nan,ru32
36.555795826808364,-123.40810701604796,8094670.47796992,8100026.149019904,8094969,-499.98157,-0.20845558,1340,-11.103331824744041,ru32
36.55480509939809,-123.42832233049467,8100026.149019904,8104964.049929984,nan,nan,nan,0,nan,ru32
36.55090698326028,-123.49004017175058,8116347.135070208,8121583.130310144,8116630,-499.81345,-0.27794084,1372,-11.666961131919841,ru32
36.54944569816284,-123.51024716408463,8121583.130310144,8126525.056519936,nan,nan,nan,0,nan,ru32
